Complaint,Coded Month,Date Occur,Flag-Crime,Flag-Unfounded,Flag-Administrative,Count,Flag Cleanup,Crime,ILeads Add,ILeads Approve,District,Beat,Description,ILEADS-Address,ILEADS-Street,Neighborhood,ILeads Asg,ILeads Type,Location Name,Location Comment,CAD-Address,CAD-Street,X-Coord,Y-Coord,Date Crime Coded
17-023355,2017-05,5/16/2017 13:39,Y, , ,1, ,263299,5/16/2017 13:45,5/16/2017,1,125,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4623,MINNESOTA AVE       ,17,301,, , ,4623,MINNESOTA,894687.1,997340.1,5/18/2017
17-023513,2017-05,5/17/2017 0:14,Y, , ,1, ,142320,5/17/2017 9:27,5/17/2017,3,324,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3930,S BROADWAY          ,18,303,, , ,3930,BROADWAY,898220.4,1001326,5/19/2017
17-023134,2017-05,5/15/2017 13:05,Y, , ,1, ,91114,5/15/2017 13:58,5/16/2017,1,129,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5010,ELENORE AVE         ,5,301,, ,APT 1,5010,ELENORE,884474.9,1001230,5/19/2017
17-025183,2017-05,5/25/2017 13:30,Y, , ,1, ,71013,5/25/2017 16:00,5/27/2017,4,425,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,55,PRODUCE ROW         ,64,304,, , ,55,PRODUCE,909079.2,1026663,5/30/2017
17-021556,2017-05,5/7/2017 0:30,Y, , ,1, ,265321,5/7/2017 12:16,5/7/2017,2,222,LEAVING SCENE OF ACCIDENT                         ,3232,JANUARY AVE         ,14,302,, ,HAMPTON GARDEN APARTMENTS,3232,JANUARY,880766.6,1008292,5/8/2017
17-020515,2017-05,5/1/2017 11:37,Y, , ,1, ,41023,5/1/2017 16:04,5/19/2017,1,128,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE      ,3900,RAY AVE             ,16,374,, , ,3900,RAY,890121.5,1002702,5/22/2017
17-021528,2017-05,5/7/2017 7:41,Y, , ,1, ,182250,5/7/2017 8:07,5/7/2017,5,523,DRUGS-POSSESSION/COCAINE                          ,4909,SUBURBAN TRACKS,53,305,, , ,4904,SUBURBAN TRACKS,888484.3,1027067,5/8/2017
17-023627,2017-05,5/17/2017 18:00,Y, , ,1, ,63701,5/17/2017 18:31,5/18/2017,2,222,LARCENY-SHOPLIFT UNDER $500                       ,6411,CHIPPEWA ST         ,9,302,, ,AT&T WIRELESS,6411,CHIPPEWA,877679.6,1005225,5/22/2017
17-023018,2017-05,5/14/2017 21:30,Y, , ,1, ,91114,5/15/2017 1:21,5/16/2017,3,323,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3116,MIAMI ST            ,19,303,, , ,3118,MIAMI,895630.7,1004030,5/18/2017
17-023695,2017-05,5/18/2017 0:15,Y, , ,1, ,69702,5/18/2017 8:49,5/18/2017,1,122,LARCENY-ALL OTHER UNDER $500                      ,6136,LEONA ST            ,3,680,, , ,6136,LEONA,886457,996091.1,5/22/2017
17-023003,2017-05,5/14/2017 22:35,Y, , ,1, ,31111,5/15/2017 0:13,5/15/2017,3,327,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3135,LOUISIANA AVE       ,25,303,, , ,3135,LOUISIANA,894948.8,1007143,5/18/2017
17-025282,2017-05,5/25/2017 11:00,Y, , ,1, ,51312,5/26/2017 3:44,5/27/2017,5,529,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,5868,ST LOUIS AVE        ,50,305,, , ,5868,ST LOUIS,884052.4,1036729,5/30/2017
17-024891,2017-05,5/23/2017 23:20,Y, , ,1, ,64701,5/24/2017 2:34,5/26/2017,1,126,LARCENY-FROM MTR VEH UNDER $500                   ,3448,DELOR ST            ,16,303,, , ,3243,JEFFERSON,892276.2,996958.3,5/26/2017
17-023012,2017-05,5/14/2017 23:36,Y, , ,1, ,151140,5/15/2017 0:34,5/19/2017,1,125,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING         ,4616,OREGON AVE          ,17,301,, ,APT 2N,4616,OREGON,895826.9,997208.3,5/19/2017
17-021182,2017-05,5/5/2017 11:56,Y, , ,1, ,142320,5/5/2017 14:11,5/7/2017,4,425,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1419,BUCHANAN ST         ,65,304,, , ,1419,BUCHANAN,906536.8,1028254,5/9/2017
17-025339,2017-05,4/26/2017 5:30,Y, , ,1, ,64701,5/26/2017 11:09,5/27/2017,5,524,LARCENY-FROM MTR VEH UNDER $500                   ,5655,KINGSBURY AVE       ,47,680,, , ,5655,KINGSBURY,881981.5,1026014,5/30/2017
17-023098,2017-05,5/14/2017 21:30,Y, , ,1, ,91114,5/15/2017 11:35,5/16/2017,5,524,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",5600,PERSHING AVE        ,47,305,, ,APT #32,5600,PERSHING,882158.1,1024891,5/17/2017
17-024914,2017-05,5/22/2017 17:55,Y, , ,1, ,63701,5/24/2017 8:20,5/25/2017,4,423,LARCENY-SHOPLIFT UNDER $500                       ,901,WASHINGTON AVE      ,35,304,, ,CECI S,901,WASHINGTON,907958,1018887,5/26/2017
17-025480,2017-05,5/27/2017 0:30,Y, , ,1, ,31112,5/27/2017 3:01,5/27/2017,2,223,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT         ,4501,JAMIESON AVE        ,9,312,, , ,4505,JAMIESON,874462.5,1004184,5/30/2017
17-020952,2017-05,5/4/2017 5:29,Y, , ,1, ,265321,5/4/2017 7:06,5/8/2017,1,121,LEAVING SCENE OF ACCIDENT                         ,7529,S BROADWAY          ,2,301,, , ,7529,BROADWAY,889379.9,988366.8,5/9/2017
17-025242,2017-05,5/25/2017 18:23,Y, , ,1, ,91303,5/25/2017 20:36,5/26/2017,6,626,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,6006,SHULTE AVE          ,76,306,, , ,6000,SHULTE,890670.8,1046319,5/26/2017
17-021600,2017-05,5/7/2017 16:00,Y, , ,1, ,71030,5/7/2017 17:30,5/8/2017,3,328,AUTO THEFT-PERM RETNT/JOY RIDE                    ,2327,GRAVOIS AVE         ,23,303,,PHILLIPS 66,PHILLIPS 66,2327,GRAVOIS,899511.5,1009424,5/9/2017
17-023307,2017-05,5/16/2017 2:00,Y, , ,1, ,65701,5/16/2017 9:44,5/17/2017,3,322,LARCENY-MTR VEH PARTS UNDER $500                  ,3104,KEOKUK ST           ,16,303,,3104 KEOKUK ST,VEHICLE,3104,KEOKUK,895464.6,1002050,5/22/2017
17-025000,2017-05,5/24/2017 16:41,Y, , ,1, ,229999,5/24/2017 16:51,5/26/2017,4,422,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,900,PINE ST             ,35,304,,AT&T BUILDING,SIDE OF BUILDING,900,PINE,907473,1017599,5/30/2017
17-023477,2017-05,5/17/2017 2:30,Y, , ,1, ,91113,5/17/2017 4:06,5/19/2017,5,529,SIMPLE ASSAULT-ADULT/NO INJURY                    ,5748,MAFFITT AVE         ,50,305,, ,STREET/ FRONT OF VACANT RESIDENCE,5748,MAFFITT,884384.2,1035473,5/22/2017
17-025507,2017-05,5/26/2017 17:15,Y, , ,1, ,64701,5/27/2017 6:19,5/27/2017,2,228,LARCENY-FROM MTR VEH UNDER $500                   ,4369,GIBSON AVE          ,39,680,, , ,4369,GIBSON,889728.9,1017937,5/30/2017
17-023717,2017-05,5/17/2017 23:30,Y, , ,1, ,64701,5/18/2017 11:04,5/18/2017,2,222,LARCENY-FROM MTR VEH UNDER $500                   ,5046,PERNOD AVE          ,14,680,, , ,5046,PERNOD,883740.1,1005522,5/22/2017
17-021362,2017-05,5/6/2017 3:55,Y, , ,1, ,52212,5/6/2017 10:16,5/8/2017,3,322,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,3732,S GRAND BLVD        ,19,303,,AFGHAN MARKET, ,3732,GRAND,893427.4,1003424,5/9/2017
17-021410,2017-05,5/6/2017 13:15,Y, , ,1, ,71013,5/6/2017 14:10,5/6/2017,6,628,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,8620,RIVERVIEW BLVD      ,74,680,, , ,8620,RIVERVIEW,894074.6,1049285,5/8/2017
17-021161,2017-05,5/4/2017 23:00,Y, , ,1, ,65701,5/5/2017 11:35,5/5/2017,3,326,LARCENY-MTR VEH PARTS UNDER $500                  ,908,LAFAYETTE AVE       ,21,680,, , ,208,9TH,905007.2,1011313,5/8/2017
17-025231,2017-05,5/25/2017 9:00,Y, , ,1, ,51312,5/25/2017 19:23,5/27/2017,4,428,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2931,SAMUEL SHEPARD DR   ,37,304,, ,APT A,2931,SAMUEL SHEPARD,900393.5,1020980,5/30/2017
17-021328,2017-05,5/6/2017 0:30,Y, , ,1, ,43201,5/6/2017 1:58,5/6/2017,5,528,AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE      ,5366,PATTON AVE          ,50,341,, , ,5366,PATTON,886237.4,1032284,5/8/2017
17-024938,2017-05,5/24/2017 0:01,Y, , ,1, ,265321,5/24/2017 16:30,5/26/2017,4,426,LEAVING SCENE OF ACCIDENT                         ,206,FERRY ST            ,64,304,, ,UNOCCUPIED RESIDENTIAL BUILDING,206,FERRY,906044.1,1032841,5/26/2017
17-023646,2017-05,5/12/2017 19:20,Y, , ,1, ,69602,5/17/2017 20:20,5/18/2017,5,528,"LARCENY-ALL OTHER $500 - $24,999                  ",3100,E NORWOOD DR        ,52,305,, , ,3100,NORWOOD,889473.2,1034645,5/22/2017
17-023876,2017-05,5/19/2017 0:30,Y, , ,1, ,64701,5/19/2017 1:33,5/19/2017,6,622,LARCENY-FROM MTR VEH UNDER $500                   ,4210,ATHLONE AVE         ,68,306,, , ,4210,ATHLONE,897729.8,1034328,5/22/2017
17-021332,2017-05,5/6/2017 1:00,Y, , ,1, ,91124,5/6/2017 2:02,5/6/2017,6,621,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC          ",3961,ASHLAND AVE         ,56,306,, , ,3961,ASHLAND,898444.1,1030261,5/8/2017
17-020918,2017-05,5/3/2017 14:00,Y, , ,1, ,71013,5/3/2017 21:21,5/6/2017,5,526,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1437,TEMPLE PL           ,78,305,, , ,1437,TEMPLE,883530.3,1032566,5/8/2017
17-022708,2017-05,5/1/2017 8:35,Y, , ,1, ,67701,5/13/2017 9:12,5/26/2017,1,127,LARCENY-FROM BUILDING UNDER $500                  ,3703,KEOKUK ST           ,16,301,, , ,3703,KEOKUK,892384.3,1002632,5/30/2017
17-022489,2017-05,5/12/2017 1:50,Y, , ,1, ,91114,5/12/2017 3:27,5/18/2017,3,324,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3727,WISCONSIN AVE       ,18,303,, , ,3727,WISCONSIN,899525.9,1002539,5/19/2017
17-025462,2017-05,5/26/2017 15:00,Y, , ,1, ,142320,5/26/2017 23:58,5/27/2017,4,COCHRAN,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1410,N 9TH ST            ,62,350,,CAMBRIDGE HEIGHTS,CAMBRIDGE HEIGHTS APARTMENT COMPLEX,1410,9TH,908777.9,1021690,5/30/2017
17-001360,2017-05,1/9/2017 17:00,Y, , ,1, ,183130,1/9/2017 17:47,5/18/2017,4,428,DRUGS-SALE/HEROIN                                 ,1915,OLIVE ST,36,210,, , ,1915,OLIVE,903703.7,1019090,5/19/2017
17-021400,2017-05,5/6/2017 6:10,Y, , ,1, ,64701,5/6/2017 13:23,5/7/2017,4,422,LARCENY-FROM MTR VEH UNDER $500                   ,300,S 15TH ST           ,36,304,, , ,1915,OLIVE,904969.7,1017008,5/9/2017
17-023180,2017-05,5/12/2017 0:00,Y, , ,1, ,65701,5/15/2017 17:55,5/15/2017,1,125,LARCENY-MTR VEH PARTS UNDER $500                  ,4645,OREGON AVE          ,17,680,, , ,4645,OREGON,895620.6,996943.1,5/17/2017
17-025520,2017-05,5/26/2017 22:00,Y, , ,1, ,51322,5/27/2017 8:29,5/27/2017,1,121,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,6923,ALABAMA AVE         ,1,680,, , ,6923,ALABAMA,889232,991223.9,5/30/2017
17-023797,2017-05,2/25/2017 18:00,Y, , ,1, ,65701,5/18/2017 16:51,5/18/2017,5,524,LARCENY-MTR VEH PARTS UNDER $500                  ,5019,RAYMOND AVE         ,51,680,, , ,5019,RAYMOND,887798.3,1028289,5/22/2017
17-023149,2017-05,1/1/2017 0:00,Y, , ,1, ,65701,5/15/2017 15:32,5/15/2017,6,627,LARCENY-MTR VEH PARTS UNDER $500                  ,7410,HALL ST,79,680,,ST LOUIS CITY TOW, ,1266,AMHERST,899571.8,1044964,5/17/2017
17-025622,2017-05,5/27/2017 21:30,Y, , ,1, ,265321,5/28/2017 4:07,5/28/2017,3,323,LEAVING SCENE OF ACCIDENT                         ,3442,UTAH ST             ,25,303,,TOWERGROVE EAST, ,3442,UTAH,894386.8,1006229,5/30/2017
17-021297,2017-05,5/5/2017 13:00,Y, , ,1, ,51312,5/5/2017 22:24,5/7/2017,1,125,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2917,MOUNT PLEASANT ST   ,17,301,, , ,2917,MOUNT PLEASANT,895284,997589.1,5/9/2017
17-025296,2017-05,5/26/2017 2:00,Y, , ,1, ,142320,5/26/2017 8:06,5/28/2017,3,328,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1225,DOLMAN ST           ,32,303,, , ,1225,DOLMAN,903042.9,1013835,5/30/2017
17-025357,2017-05,5/26/2017 11:55,Y, , ,1, ,182250,5/26/2017 12:37,5/26/2017,1,121,DRUGS-POSSESSION/COCAINE                          ,7618,VERMONT AVE         ,2,301,, , ,7620,VERMONT,887978,989161.9,5/30/2017
17-021468,2017-05,5/6/2017 19:30,Y, , ,1, ,142320,5/6/2017 20:27,5/7/2017,1,127,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3653,DELOR ST            ,16,301,, , ,3653,DELOR,890705.5,998297.6,5/8/2017
17-024986,2017-05,5/24/2017 10:00,Y, , ,1, ,64701,5/24/2017 14:48,5/27/2017,4,424,LARCENY-FROM MTR VEH UNDER $500                   ,551,CARR ST,62,304,, , ,701,CONVENTION,909393.2,1020117,5/30/2017
17-023164,2017-05,5/14/2017 18:00,Y, , ,1, ,71040,5/15/2017 16:38,5/15/2017,3,329,AUTO THEFT-PERM RETNT/ATTEMPT                     ,2754,RUSSELL AVE         ,24,680,, , ,2757,RUSSELL,898470.5,1011578,5/17/2017
17-021293,2017-05,5/5/2017 21:00,Y, , ,1, ,91114,5/5/2017 21:57,5/6/2017,3,321,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3615,IOWA AVE            ,19,303,, , ,3615,IOWA,897368.8,1003661,5/8/2017
17-021444,2017-05,5/6/2017 17:15,Y, , ,1, ,91114,5/6/2017 18:24,5/7/2017,3,329,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3026,GEYER AVE           ,26,303,, , ,3026,GEYER,897251.8,1012458,5/9/2017
17-021281,2017-05,5/5/2017 19:39,Y, , ,1, ,151110,5/6/2017 2:09,5/6/2017,3,324,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,2215,MONTANA ST          ,18,378,, , ,2200,KEOKUK,898489.6,1000756,5/8/2017
17-021285,2017-05,4/17/2017 20:40,Y, , ,1, ,69602,5/5/2017 21:28,5/7/2017,5,525,"LARCENY-ALL OTHER $500 - $24,999                  ",5830,CLEMENS AVE         ,48,305,, , ,5830,CLEMENS,880860.3,1027887,5/9/2017
17-025268,2017-05,5/22/2017 1:55,Y, , ,1, ,241100,5/26/2017 0:47,5/26/2017,3,325,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2614,S 11TH ST           ,21,303,, , ,2614,11TH,902802.2,1007952,5/30/2017
17-023241,2017-05,5/15/2017 16:30,Y, , ,1, ,67701,5/16/2017 0:04,5/16/2017,1,121,LARCENY-FROM BUILDING UNDER $500                  ,7835,RIO SILVA PL        ,1,301,,SOUTHWEST CROSSING APARTMENTS, ,7835,RIO SILVA,886093.3,990152.9,5/19/2017
17-023191,2017-05,5/8/2017 10:00,Y, , ,1, ,69702,5/15/2017 18:32,5/15/2017,1,121,LARCENY-ALL OTHER UNDER $500                      ,7732,VIRGINIA AVE        ,2,680,, , ,7732,VIRGINIA,887989.1,988619.1,5/18/2017
17-023670,2017-05,5/17/2017 11:20,Y, , ,1, ,43023,5/18/2017 0:10,5/19/2017,4,COCHRAN,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ,600,CASS AVE            ,62,350,, , ,1442,10TH,909684.5,1021889,5/22/2017
17-024761,2017-05,4/23/2017 10:00,Y, , ,1, ,51312,5/23/2017 11:35,5/28/2017,4,425,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1517,PALM ST             ,65,304,, , ,1517,PALM,906188.5,1027666,5/30/2017
17-023417,2017-05,5/16/2017 18:40,Y, , ,1, ,31111,5/16/2017 20:37,5/17/2017,2,226,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3827,LAFAYETTE AVE       ,29,302,, , ,3827,LAFAYETTE,893549.8,1013887,5/22/2017
17-021217,2017-05,5/5/2017 14:20,Y, , ,1, ,43012,5/5/2017 15:15,5/7/2017,6,625,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ,4900,ALCOTT AVE          ,72,306,, , ,4577,DAVISON,890676.1,1040674,5/8/2017
17-022809,2017-05,5/13/2017 18:20,Y, , ,1, ,142320,5/13/2017 20:06,5/15/2017,1,124,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,526,BATES ST            ,1,301,, , ,526,BATES,892466.3,994466,5/18/2017
17-025350,2017-05,5/22/2017 10:00,Y, , ,1, ,65701,5/26/2017 11:58,5/27/2017,1,127,LARCENY-MTR VEH PARTS UNDER $500                  ,4641,S GRAND BLVD        ,16,680,,GRAND AUTO PLEX, ,4641,GRAND,892075.2,998590.6,5/30/2017
17-021219,2017-05,5/5/2017 13:00,Y, , ,1, ,266999,5/5/2017 16:02,5/5/2017,4,423,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1000,WASHINGTON AVE      ,35,304,, , ,1208,WASHINGTON,907483,1018737,5/8/2017
17-023635,2017-05,5/14/2017 15:00,Y, , ,1, ,142320,5/17/2017 19:33,5/19/2017,4,COCHRAN,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1126,N 9TH ST            ,62,350,, , ,1126,9TH,908462.7,1020463,5/22/2017
17-023623,2017-05,5/17/2017 7:00,Y, , ,1, ,51112,5/17/2017 18:48,5/18/2017,5,525,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,5810,PERSHING AVE        ,46,305,, , ,5810,PERSHING,879999.1,1025126,5/22/2017
17-021174,2017-05,5/4/2017 14:00,Y, , ,1, ,67701,5/5/2017 13:02,5/7/2017,3,325,LARCENY-FROM BUILDING UNDER $500                  ,3109,CALIFORNIA AVE      ,30,303,, , ,3109,CALIFORNIA,897813.3,1007452,5/9/2017
17-021406,2017-05,5/5/2017 14:30,Y, , ,1, ,51312,5/6/2017 14:42,5/8/2017,2,225,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,4151,ARSENAL ST          ,81,302,, , ,4151,ARSENAL,889812.7,1008944,5/9/2017
17-025359,2017-05,5/25/2017 22:00,Y, , ,1, ,91114,5/26/2017 12:41,5/26/2017,6,621,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3622,PARIS AVE           ,56,306,, , ,3622,PARIS,895170.9,1032755,5/30/2017
17-023247,2017-05,5/16/2017 0:30,Y, , ,1, ,263820,5/16/2017 1:38,5/16/2017,4,423,OBSTRUCT GOVRN OP-PARK ORD VIOL                   ,810,N TUCKER BLVD       ,35,304,, ,INTERA CO PLAZA,810,TUCKER,907168.5,1019631,5/17/2017
17-025340,2017-05,5/25/2017 21:00,Y, , ,1, ,69702,5/26/2017 11:13,5/26/2017,2,227,LARCENY-ALL OTHER UNDER $500                      ,2342,SULPHUR AVE         ,11,680,, , ,2342,SULPHUR,880613.3,1012471,5/30/2017
17-024993,2017-05,5/24/2017 15:30,Y, , ,1, ,63701,5/24/2017 16:18,5/25/2017,4,422,LARCENY-SHOPLIFT UNDER $500                       ,315,N 9TH ST            ,35,304,,CULINARIA,CULINARIA,305,9TH,907779.2,1018012,5/26/2017
17-022903,2017-05,5/13/2017 13:30,Y, , ,1, ,69702,5/14/2017 11:17,5/16/2017,1,125,LARCENY-ALL OTHER UNDER $500                      ,0,S COMPTON AVE / MERAMEC ST,17,301,, ,ON THE SIDEWALK,3805,DUNNICA,894650.8,1000347,5/19/2017
17-025570,2017-05,5/27/2017 15:00,Y, , ,1, ,91113,5/27/2017 16:23,5/27/2017,4,427,SIMPLE ASSAULT-ADULT/NO INJURY                    ,525,S JEFFERSON AVE     ,37,304,,RESIDENCE INN, ,525,JEFFERSON,900510.3,1017215,5/30/2017
17-021168,2017-05,5/1/2017 11:00,Y, , ,1, ,51322,5/5/2017 12:20,5/7/2017,6,628,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,8668,ORIOLE ST           ,74,306,, , ,8668,ORIOLE,894696.3,1049343,5/9/2017
17-022145,2017-05,5/10/2017 8:30,Y, , ,1, ,151110,5/10/2017 12:17,5/17/2017,5,522,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,3951,COOK AVE            ,58,340,, , ,3951,COOK,895548.7,1025190,5/18/2017
17-023208,2017-05,5/10/2017 20:00,Y, , ,1, ,67601,5/15/2017 20:34,5/16/2017,2,225,"LARCENY-FROM BUILDING $500 - $24,999              ",3963,FLORA PL            ,27,302,, , ,3963,FLORA,892232.2,1012323,5/19/2017
17-023676,2017-05,5/17/2017 23:30,Y, , ,1, ,67601,5/18/2017 0:59,5/18/2017,4,421,"LARCENY-FROM BUILDING $500 - $24,999              ",700,CLARK AVE           ,35,680,,BUSCH STADIUM, ,700,CLARK,907901.1,1016212,5/22/2017
17-021386,2017-05,5/2/2017 6:30,Y, , ,1, ,69702,5/6/2017 11:50,5/6/2017,1,125,LARCENY-ALL OTHER UNDER $500                      ,2730,MERAMEC ST          ,17,680,, , ,2730,MERAMEC,896770,999859.6,5/9/2017
17-023358,2017-05,5/7/2017 14:39,Y, , ,1, ,266999,5/16/2017 13:56,5/17/2017,1,122,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1020,LOUGHBOROUGH AVE    ,1,399,,SCHNUCKS, ,1020,LOUGHBOROUGH,888369.9,991903,5/18/2017
17-020955,2017-05,5/3/2017 12:00,Y, , ,1, ,51312,5/4/2017 7:47,5/7/2017,6,628,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,8433,HALLS FERRY RD      ,74,306,, ,SINGLE FAMILY HOME,8433,HALLS FERRY,896416.3,1049122,5/9/2017
17-022975,2017-05,5/14/2017 18:42,Y, , ,1, ,91113,5/14/2017 19:24,5/16/2017,6,621,SIMPLE ASSAULT-ADULT/NO INJURY                    ,4743,LABADIE AVE         ,55,305,, , ,5045,CATES,891935.3,1032670,5/18/2017
17-025444,2017-05,5/26/2017 20:10,Y, , ,1, ,51230,5/26/2017 20:56,5/27/2017,1,123,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY            ,5920,WANDA AVE           ,5,301,, ,RESIDENCE,5920,WANDA,885377.7,999037.5,5/30/2017
17-023162,2017-05,5/15/2017 10:00,Y, , ,1, ,92000,5/15/2017 16:29,5/16/2017,1,127,SIMPLE ASSAULT-HARRASSMENT                        ,3925,S GRAND BLVD        ,16,301,, , ,3925,GRAND,893009.6,1002165,5/17/2017
17-024890,2017-05,5/24/2017 2:15,Y, , ,1, ,64601,5/24/2017 2:42,5/27/2017,6,628,"LARCENY-FROM MTR VEH $500 - $24,999               ",8000,CHURCH RD           ,74,306,, , ,8000,CHURCH,896869.1,1046998,5/30/2017
17-023274,2017-05,5/16/2017 5:41,Y, , ,1, ,64701,5/16/2017 6:47,5/19/2017,3,329,LARCENY-FROM MTR VEH UNDER $500                   ,2629,ALLEN AVE           ,24,303,, , ,3009,ALLEN,899451.9,1011970,5/22/2017
17-021204,2017-05,5/4/2017 17:00,Y, , ,1, ,65701,5/5/2017 14:08,5/5/2017,2,222,LARCENY-MTR VEH PARTS UNDER $500                  ,5058,MIAMI ST            ,14,680,, , ,5058,MIAMI,883636.1,1005837,5/8/2017
17-025214,2017-05,5/24/2017 18:00,Y, , ,1, ,52312,5/25/2017 18:40,5/26/2017,5,528,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED    ,2907,N KINGSHIGHWAY BLVD ,52,305,, , ,2907,KINGSHIGHWAY,890004.6,1033584,5/30/2017
17-021390,2017-05,5/6/2017 11:20,Y, , ,1, ,65701,5/6/2017 12:26,5/6/2017,6,627,LARCENY-MTR VEH PARTS UNDER $500                  ,155,HUMBOLDT AVE        ,79,680,, , ,155,HUMBOLDT,901544.5,1045034,5/8/2017
17-014310,2017-05,3/27/2017 17:41,Y, , ,1, ,151110,3/27/2017 21:13,5/17/2017,5,526,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5946,PLYMOUTH AVE        ,48,305,, , ,5946,PLYMOUTH,880193.7,1031430,5/18/2017
17-025491,2017-05,5/27/2017 1:30,Y, , ,1, ,41011,5/27/2017 3:27,5/27/2017,5,524,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,939,N KINGSHIGHWAY BLVD ,51,305,, , ,5021,ENRIGHT,887827.4,1027386,5/30/2017
17-023369,2017-05,5/16/2017 13:13,Y, , ,1, ,41011,5/16/2017 14:57,5/17/2017,5,526,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5946,RIDGE AVE           ,78,305,, , ,5934,RIDGE,881357.8,1033480,5/19/2017
17-024501,2017-05,5/6/2017 13:00,Y, , ,1, ,265321,5/22/2017 9:29,5/27/2017,4,426,LEAVING SCENE OF ACCIDENT                         ,3223,UNIVERSITY ST       ,59,304,, , ,3223,UNIVERSITY,900403,1027689,5/30/2017
17-025355,2017-05,5/26/2017 11:20,Y, , ,1, ,42011,5/26/2017 13:07,5/27/2017,4,424,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ,712,OFALLON ST          ,62,304,, , ,712,OFALLON,909288.7,1021030,5/30/2017
17-025532,2017-05,5/26/2017 16:30,Y, , ,1, ,65701,5/27/2017 9:58,5/27/2017,1,121,LARCENY-MTR VEH PARTS UNDER $500                  ,7818,PENNSYLVANIA AVE    ,2,680,, , ,7818,PENNSYLVANIA,888626.6,987741.5,5/30/2017
17-023502,2017-05,5/13/2017 15:34,Y, , ,1, ,266999,5/17/2017 8:40,5/19/2017,2,224,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,3573,BAMBERGER AVE       ,15,399,,AMERICAS BEST CONTACTS AND EYEGLASSES, ,3573,BAMBERGER,891948.5,1004428,5/22/2017
